CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,RiskSegment,ProductEngagement,FinancialStabilityScore
775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,Low Risk,0.7,0.34073246154055387
479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,Medium Risk,0.45,0.7891573355396118
807,France,Male,42,7,118274.71,1,1,1,25885.72,0,Medium Risk,0.45,0.6008388488596867
799,France,Female,22,8,174185.98,2,0,1,192633.85,0,Medium Risk,0.5,1.6574553908673328
675,France,Male,40,7,113208.86,2,1,0,34577.36,0,Medium Risk,0.7,0.6241078158129151
602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,Medium Risk,0.45,1.2203208874394469
475,France,Female,32,8,119023.28,1,1,0,100816.29,0,Medium Risk,0.45,0.9784893483078525
744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,Medium Risk,0.45,1.5713168658896144
588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,Low Risk,0.7,0.395409417394094
703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,Low Risk,0.25,0.9386101319637152
747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,Medium Risk,0.7,1.3514022730833166
583,France,Male,27,7,0.0,2,1,0,51285.49,0,Low Risk,0.7,0.2564370920346605
750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,Medium Risk,0.25,1.2017095769162118
681,France,Male,38,3,0.0,2,1,1,112491.96,0,Medium Risk,0.7,0.5624809492836931
773,France,Male,25,2,135903.33,1,1,0,73656.38,0,High Risk,0.45,0.9099632034196834
714,France,Female,31,4,125169.26,1,1,1,106636.89,0,Medium Risk,0.45,1.0320893644520526
687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,Low Risk,0.95,0.7792969015634987
511,France,Male,58,0,149117.31,1,1,1,162599.51,0,High Risk,0.45,1.4073622975307996
627,France,Male,33,5,0.0,2,1,1,103737.82,0,Medium Risk,0.7,0.5187086034434895
694,France,Female,31,10,0.0,2,1,0,160990.27,0,Low Risk,0.7,0.8049816173088107
616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,Medium Risk,0.25,0.6046695074543742
687,France,Male,35,8,0.0,2,1,0,10334.05,0,Low Risk,0.7,0.05167219287445207
712,France,Female,33,6,0.0,2,1,1,190686.16,0,Medium Risk,0.7,0.9534666503460529
553,France,Male,33,4,118082.89,1,0,0,94440.45,0,Medium Risk,0.25,0.9428608541131818
667,France,Male,31,1,119266.69,1,1,1,28257.63,0,High Risk,0.45,0.6166525616213575
731,France,Male,43,2,0.0,1,1,1,170034.95,1,Medium Risk,0.45,0.8502067177725883
629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,Medium Risk,0.7,0.784270852975991
614,France,Male,50,4,137104.47,1,1,0,127166.49,1,Medium Risk,0.45,1.182311175770617
438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,Low Risk,0.45,0.5371657456735983
652,France,Female,80,4,0.0,2,1,1,188603.07,0,Medium Risk,0.7,0.9430508087104075
729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,Medium Risk,0.45,0.9793501929166357
642,France,Male,38,3,0.0,2,0,0,171463.83,0,Medium Risk,0.5,0.8573513864121289
806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,High Risk,0.45,1.4533950184507216
744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,High Risk,0.45,1.049098634047275
474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,Medium Risk,0.5,0.2858873493643361
559,France,Male,49,2,147069.78,1,1,0,120540.83,1,High Risk,0.45,1.1889001867455473
706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,Low Risk,0.7,0.14357709849890354
628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,Medium Risk,0.45,0.427147460744524
429,France,Male,24,4,95741.75,1,1,0,46170.75,0,Medium Risk,0.45,0.6124585996130483
525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,High Risk,0.45,0.9040253044848168
680,France,Female,30,8,141441.75,1,1,1,16278.97,0,Medium Risk,0.45,0.6451397469381109
749,France,Male,40,1,139290.41,1,1,0,182855.42,1,High Risk,0.45,1.4694787573842092
763,France,Female,31,4,0.0,2,0,0,50404.72,0,Medium Risk,0.5,0.2520330764436743
734,France,Male,30,3,0.0,2,1,0,107640.25,0,Medium Risk,0.7,0.538221487127916
716,France,Male,35,4,144428.87,1,1,0,134132.65,0,Medium Risk,0.45,1.246336014665246
594,France,Male,35,2,0.0,2,1,0,103480.69,0,Medium Risk,0.7,0.5174229051012318
644,France,Female,46,9,95441.27,1,1,0,108761.05,1,Low Risk,0.45,0.9242242493059174
671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,High Risk,0.45,1.472416170656123
664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,Medium Risk,0.7,0.9390557638307921
656,France,Male,50,7,0.0,2,0,1,72143.44,0,Low Risk,0.5,0.36073076347670674
667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,High Risk,0.45,0.6797287154505564
663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,High Risk,0.5,1.189866884866611
584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,Medium Risk,0.45,1.3353449981544927
626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,Medium Risk,0.45,0.45951803111750644
485,France,Male,29,7,182123.79,1,1,0,116828.51,1,Medium Risk,0.45,1.3100520253276597
659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,High Risk,0.5,1.474829419107002
649,France,Male,33,2,0.0,2,1,0,2010.98,0,Medium Risk,0.7,0.01005527807845575
805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,Medium Risk,0.45,0.7292740556383989
716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,Medium Risk,0.45,0.6771995387750346
642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,Medium Risk,0.5,0.9466680800198344
659,France,Male,31,4,118342.26,1,0,0,161574.19,0,Medium Risk,0.25,1.2795759420700286
545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,Medium Risk,0.7,0.19485802666180246
543,France,Male,22,8,0.0,2,0,0,127587.22,0,Low Risk,0.5,0.6379600872992824
718,France,Female,25,7,0.0,2,1,0,30380.12,0,Low Risk,0.7,0.15190631167731905
840,France,Female,43,7,0.0,2,1,0,90908.95,0,Low Risk,0.7,0.4545618415252413
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,Medium Risk,0.7,1.1176181215084222
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,High Risk,0.45,0.8397516731893435
654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,High Risk,0.45,1.087143698944986
582,France,Male,39,5,0.0,2,1,1,129892.93,0,Medium Risk,0.7,0.6494890707890616
659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,High Risk,0.7,0.9409393621308936
762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,Medium Risk,0.45,0.41753072038328115
568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,Medium Risk,0.45,0.9848656801997113
670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,Medium Risk,0.7,0.39180943203464447
613,France,Female,45,1,187841.99,2,1,1,147224.27,0,High Risk,0.7,1.4848274667316592
539,France,Male,30,0,0.0,2,1,0,160979.66,0,Medium Risk,0.7,0.8049285653140558
850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,Medium Risk,0.7,1.166807339408187
522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,Medium Risk,0.45,1.3752102045751093
737,France,Male,41,1,101960.74,1,1,1,123547.28,0,High Risk,0.45,1.024142713420408
520,France,Male,58,3,0.0,2,0,1,32790.02,0,Medium Risk,0.5,0.16395626475555478
706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,Medium Risk,0.5,0.9077524814933041
643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,High Risk,0.25,0.6128121864073214
648,France,Female,50,9,102535.57,1,1,1,189543.19,0,Medium Risk,0.45,1.3564257606994488
443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,Medium Risk,0.7,0.4493966190996961
640,France,Male,68,9,0.0,2,1,1,199493.38,0,Low Risk,0.7,0.9975044061656718
628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,Medium Risk,0.45,0.9410016316613504
540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,Low Risk,0.7,1.2107317324287672
460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,Medium Risk,0.7,1.3562341637280213
636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,Medium Risk,0.5,0.4274186697887748
593,France,Female,29,2,152265.43,1,1,0,34004.44,0,High Risk,0.45,0.7769101759520358
801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,Medium Risk,0.45,0.6187517151652403
640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,High Risk,0.5,0.9908746982690596
611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,High Risk,0.7,1.3474689418343815
802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,High Risk,0.45,1.436590664032828
717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,Low Risk,0.7,1.0953696888774012
769,France,Female,39,8,0.0,1,0,1,21016.0,0,Low Risk,0.25,0.10508395115656348
745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,Medium Risk,0.95,1.0791761054824285
572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,Medium Risk,0.45,1.24802150371422
629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,Medium Risk,0.45,0.2334243421068986
687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,Medium Risk,0.75,0.940788373642849
483,France,Female,50,9,0.0,2,1,1,111020.24,0,Low Risk,0.7,0.5551220725899294
690,France,Male,36,7,101583.11,2,1,0,123775.15,0,Medium Risk,0.7,1.0237769931696457
492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,Low Risk,0.5,1.0410992564448331
709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,Medium Risk,0.7,1.2232815443913865
705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,High Risk,0.45,0.834557016514931
560,France,Female,66,9,0.0,1,1,1,15928.49,0,Low Risk,0.45,0.07964544466871953
611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,Medium Risk,0.7,0.2294402769544135
730,Spain,Male,62,2,0.0,2,1,1,186489.95,0,Medium Risk,0.7,0.9324848114289097
709,Spain,Female,45,2,0.0,2,0,1,162922.65,0,Medium Risk,0.5,0.8146438806099109
544,France,Female,21,10,161525.96,2,1,0,9262.77,0,Medium Risk,0.7,0.6901067020322861
712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,Medium Risk,0.45,1.0113666509341779
752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,High Risk,0.45,1.0875865538188383
648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,Medium Risk,0.7,0.8940589238220493
556,Spain,Male,38,8,0.0,2,0,0,417.41,1,Low Risk,0.5,0.002087128476030699
594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,High Risk,0.45,0.7451591682956868
645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,High Risk,0.5,1.3127699062647253
557,France,Male,33,3,54503.55,1,1,1,371.05,0,Medium Risk,0.45,0.21908913768187327
547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,Medium Risk,0.45,0.9596403972468788
701,France,Female,39,9,0.0,2,0,1,145894.9,0,Low Risk,0.5,0.7295019292725405
616,France,Female,66,1,135842.41,1,1,0,183840.51,1,High Risk,0.45,1.4606617610678607
605,France,Male,52,1,63349.75,1,1,0,108887.44,0,Medium Risk,0.45,0.7969496295982483
593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,Medium Risk,0.45,1.2865288232001273
751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,Low Risk,0.5,0.8964929581352259
443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,Medium Risk,0.5,0.565441362890035
685,France,Male,23,8,0.0,2,1,1,112239.03,0,Low Risk,0.7,0.561216251731065
718,France,Male,36,9,0.0,1,1,0,45909.87,0,Low Risk,0.45,0.2295579813800999
538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,Medium Risk,0.25,1.4326400284959462
611,Spain,Female,37,4,0.0,2,1,0,125696.26,0,Medium Risk,0.7,0.6285049317854351
668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,Medium Risk,0.7,1.4076011557270889
537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,High Risk,0.45,1.0850725111024562
709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,Low Risk,0.5,0.6479752638699214
850,France,Male,38,1,0.0,2,1,1,80006.65,0,Medium Risk,0.7,0.40004829181577223
745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,High Risk,0.45,1.1978192249789337
693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,Medium Risk,0.95,1.6629302357608453
795,Spain,Male,35,8,0.0,2,1,0,167155.36,0,Low Risk,0.7,0.8358082263893121
626,Spain,Male,26,8,0.0,2,0,0,191420.71,0,Low Risk,0.5,0.9571395384466455
487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,Medium Risk,0.25,0.49681626039881427
556,France,Female,39,9,89588.35,1,1,1,94898.1,0,Low Risk,0.45,0.8315790151086452
643,France,Female,46,6,0.0,2,0,0,106781.59,0,Medium Risk,0.5,0.5339280256937661
605,France,Female,28,6,0.0,2,0,0,159508.52,0,Medium Risk,0.5,0.7975725887293361
756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,High Risk,0.45,0.9296782801036935
586,France,Female,38,2,0.0,2,1,0,87168.46,0,Medium Risk,0.7,0.43585868828667956
535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,Medium Risk,0.45,0.4860689981035469
678,France,Female,35,4,0.0,1,1,0,125518.32,0,Medium Risk,0.45,0.6276151983314573
596,France,Male,39,9,0.0,1,1,0,48963.59,0,Low Risk,0.45,0.2448271555010468
648,France,Male,26,9,162923.85,1,1,0,98368.24,0,Medium Risk,0.45,1.141222349495126
492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,Medium Risk,0.7,1.2394738959126337
702,France,Male,45,0,80793.58,1,1,1,27474.81,0,Medium Risk,0.45,0.4593967326105848
486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,Low Risk,0.45,0.665314286939223
568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,High Risk,0.25,1.0687389967778544
619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,High Risk,0.45,0.9121640174515395
724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,High Risk,0.5,1.5080038983537825
548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,High Risk,0.45,0.6166474009452534
545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,Medium Risk,0.45,1.1376510490022484
683,France,Male,33,8,0.0,1,0,0,73564.44,0,Low Risk,0.25,0.36783603063475184
762,France,Female,51,3,99286.98,1,0,1,85578.63,0,High Risk,0.25,0.8236355679537124
627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,Medium Risk,0.7,0.9674993447434572
516,France,Male,35,10,104088.59,2,0,0,119666.0,0,Medium Risk,0.5,1.0132165171463001
800,France,Female,38,2,168190.33,2,1,0,68052.08,0,High Risk,0.7,1.0106263643580147
464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0,Medium Risk,0.45,1.162044796957868
626,France,Female,35,3,0.0,1,0,0,80190.36,0,Medium Risk,0.25,0.4009668763545509
790,France,Female,31,9,0.0,2,1,0,84126.75,0,Low Risk,0.7,0.4206495664236975
534,France,Female,34,7,121551.58,2,1,1,70179.0,0,Medium Risk,0.7,0.8353741380697934
745,France,Male,46,2,122220.19,1,1,1,118024.1,0,High Risk,0.45,1.077273500125776
553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,High Risk,0.25,1.1929924928331186
748,France,Female,26,1,77780.29,1,0,1,183049.41,0,Medium Risk,0.25,1.2252889660351518
722,France,Male,37,2,0.0,1,0,0,120906.83,0,Medium Risk,0.25,0.6045568813387383
501,France,Male,40,4,125832.2,1,1,1,100433.83,0,Medium Risk,0.45,1.003715166254971
675,France,Female,38,6,68065.8,1,0,0,138777.0,1,Medium Risk,0.25,0.9651997246213526
778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,Medium Risk,0.7,1.1308730810073255
494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,Medium Risk,0.45,0.8976749382059929
850,France,Male,40,9,0.0,2,0,1,119232.33,0,Low Risk,0.5,0.5961840665209012
592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0,Medium Risk,0.25,0.6583234590129977
590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,High Risk,0.45,0.86685883501684
758,France,Female,39,6,127357.76,1,0,1,56577.0,0,Medium Risk,0.25,0.7905031678858478
506,France,Male,36,5,0.0,2,1,0,164253.35,0,Medium Risk,0.7,0.8212976307909178
733,France,Male,33,3,0.0,1,1,1,7666.73,0,Medium Risk,0.45,0.03833509139943662
711,France,Male,38,3,0.0,2,1,0,68487.51,0,Medium Risk,0.7,0.34245042613602267
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,Medium Risk,0.25,1.3772644292333531
637,Spain,Male,37,8,0.0,1,1,1,186062.36,0,Low Risk,0.45,0.930346781038967
468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,High Risk,0.7,1.4237214519812031
539,France,Male,39,3,0.0,2,1,0,36692.17,0,Medium Risk,0.7,0.18346774838733934
509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,High Risk,0.7,0.9680208704759365
662,France,Female,32,4,133950.37,1,1,1,48725.68,1,Medium Risk,0.45,0.7775211387620576
818,Spain,Male,26,4,0.0,2,1,1,167036.94,0,Medium Risk,0.7,0.8352161041255151
608,France,Male,33,9,89968.69,1,1,0,68777.26,0,Low Risk,0.45,0.7024858184962158
850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,Low Risk,0.7,0.09462815801874148
816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,Medium Risk,0.95,0.881183446252046
536,France,Male,35,8,0.0,2,1,0,64833.28,0,Low Risk,0.7,0.3241785891149507
753,France,Male,35,3,0.0,2,1,1,184843.77,0,Medium Risk,0.7,0.9242536019354327
631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,Medium Risk,0.45,1.4184407652603461
703,France,Male,37,1,149762.08,1,1,0,20629.4,1,High Risk,0.45,0.7000549043267148
774,France,Male,26,2,93844.69,1,1,0,28415.36,0,Medium Risk,0.45,0.5161172335879697
785,France,Male,28,8,0.0,2,1,0,77231.27,0,Low Risk,0.7,0.38617087002471295
571,France,Female,33,1,0.0,2,1,0,102750.7,0,Medium Risk,0.7,0.5137728178579514
621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,Medium Risk,0.25,0.7352040206880296
605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0,High Risk,0.45,1.3883093094234207
611,France,Female,40,8,100812.33,2,1,0,147358.27,0,Medium Risk,0.7,1.1386249429944812
569,France,Male,38,7,0.0,1,1,1,108469.2,0,Low Risk,0.45,0.5423663929763759
658,France,Male,29,4,80262.6,1,1,1,20612.82,0,Medium Risk,0.45,0.42296917508202514
788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,Medium Risk,0.25,1.5296918846750207
525,France,Female,23,5,0.0,2,1,0,160249.1,0,Medium Risk,0.7,0.8012756279636114
798,France,Male,37,8,0.0,3,0,0,110783.28,0,Low Risk,0.75,0.5539372280397743
486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,Medium Risk,0.7,1.1842261784392991
615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,Low Risk,0.7,0.7511674938977706
730,France,Female,35,0,155470.55,1,1,1,53718.28,0,High Risk,0.45,0.8882576713704968
641,France,Male,37,7,0.0,2,1,0,75248.3,0,Low Risk,0.7,0.3762556472123352
542,France,Male,39,3,135096.77,1,1,1,14353.43,1,High Risk,0.45,0.6102226123756354
692,France,Male,30,2,0.0,2,0,1,130486.57,0,Medium Risk,0.5,0.6524573823975781
714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,Medium Risk,0.45,1.2183799368938288
591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,High Risk,0.45,1.3705861304276297
710,France,Female,41,2,156067.05,1,1,1,9983.88,0,High Risk,0.45,0.6719549083044077
639,France,Female,38,4,81550.94,2,0,1,118974.77,0,Medium Risk,0.5,0.9199323313659405
531,France,Female,47,6,0.0,1,0,0,194998.34,1,Medium Risk,0.25,0.975028361066376
673,France,Female,38,2,170061.92,2,0,0,134901.34,1,High Risk,0.5,1.3523447950572778
765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,Low Risk,0.7,0.7325569675989239
622,France,Female,32,6,169089.38,2,1,0,101057.95,0,Medium Risk,0.7,1.179245247092884
806,France,Male,40,5,80613.93,1,1,1,142838.64,0,Medium Risk,0.45,1.0355215440556609
757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,Medium Risk,0.7,1.119904522665625
570,France,Female,58,8,0.0,1,0,1,116503.92,1,Low Risk,0.25,0.5825415035605338
555,Spain,Male,32,4,0.0,2,1,1,54405.79,0,Medium Risk,0.7,0.2720391786731181
692,France,Male,54,5,0.0,2,1,1,88721.84,0,Medium Risk,0.7,0.44362588033310046
774,France,Male,60,5,85891.55,1,1,0,74135.48,1,Medium Risk,0.45,0.7130277423886187
638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,Low Risk,0.7,0.8661898219441311
543,Spain,Female,41,4,0.0,1,0,0,194902.16,0,Medium Risk,0.25,0.9745474429838562
584,France,Male,31,5,0.0,2,1,0,31474.27,0,Medium Risk,0.7,0.15737726738525368
691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,Medium Risk,0.45,0.5720333213834309
684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,Medium Risk,0.45,1.4822585093198426
733,France,Male,22,5,0.0,2,1,1,117202.19,0,Medium Risk,0.7,0.5860329848402299
599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,Medium Risk,0.7,0.7187234740026225
524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,Low Risk,0.7,1.0770797636319642
632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,Medium Risk,0.7,0.8355125255649196
735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,Medium Risk,0.5,0.3554904164396581
734,France,Male,34,6,133598.4,1,1,1,13107.24,0,Medium Risk,0.45,0.5980194017516182
605,France,Female,51,3,136188.78,1,1,1,67110.59,1,High Risk,0.45,0.8783707356904854
793,Spain,Male,38,9,0.0,2,1,0,88225.02,0,Low Risk,0.7,0.44114168692742844
468,France,Female,56,10,0.0,3,0,1,62256.87,1,Low Risk,0.75,0.3112960547316579
779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,Medium Risk,0.7,1.1583047497456738
698,France,Male,48,4,101238.24,2,0,1,177815.87,1,Medium Risk,0.5,1.2926162110572603
707,France,Male,58,6,89685.92,1,0,1,126471.13,0,Medium Risk,0.25,0.9898389840537707
850,France,Female,35,1,211774.31,1,1,0,188574.12,1,High Risk,0.45,1.7869711077285593
850,France,Male,56,7,131317.48,1,1,1,119175.45,0,Medium Risk,0.45,1.1192893715478922
527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,Medium Risk,0.7,1.06904379812776
696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,Medium Risk,0.45,0.9828000796133831
661,France,Male,48,3,120320.54,1,0,0,96463.25,0,High Risk,0.25,0.9618937957309481
776,France,Female,31,2,0.0,2,1,1,112349.51,0,Medium Risk,0.7,0.5617686725020861
701,France,Male,43,2,0.0,2,1,1,165303.79,0,Medium Risk,0.7,0.8265500282810634
610,France,Male,26,8,0.0,2,1,0,166031.08,0,Low Risk,0.7,0.8301866150167245
572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,High Risk,0.45,0.8011899398283391
673,France,Male,30,1,64097.75,1,1,1,77783.35,0,Medium Risk,0.45,0.6444046219420307
519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,High Risk,0.7,0.6238016174220261
702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,Medium Risk,0.25,0.8376915885551686
729,France,Male,32,6,93694.42,1,1,1,79919.13,0,Medium Risk,0.45,0.7730468382273604
543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0,Low Risk,0.45,0.620665990930336
550,France,Female,40,7,114354.95,1,1,0,54018.93,0,Medium Risk,0.45,0.7258872712436477
608,France,Male,59,1,0.0,1,1,0,70649.64,1,Medium Risk,0.45,0.35326148263174695
639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,Medium Risk,0.7,0.806338465488704
686,Spain,Male,34,9,0.0,2,1,0,127569.8,0,Low Risk,0.7,0.6378729840241993
564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,Medium Risk,0.75,0.5493881455984365
745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,High Risk,0.45,0.809088696158053
833,France,Male,37,8,151226.18,2,1,1,136129.49,0,Medium Risk,0.7,1.283412506169617
622,France,Male,26,9,0.0,2,1,1,153237.59,0,Low Risk,0.7,0.7662167597501666
597,France,Female,42,4,64740.12,1,1,1,106841.12,0,Medium Risk,0.45,0.7922592175516043
721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,High Risk,0.45,1.2202365656492622
504,France,Female,49,7,0.0,3,0,1,87822.14,1,Low Risk,0.75,0.43912721118314046
842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0,High Risk,0.7,1.0822440771548933
587,France,Male,38,0,0.0,2,1,0,47414.15,0,Medium Risk,0.7,0.23707966419537374
479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,Medium Risk,0.7,0.7832039813693301
508,France,Male,49,7,122451.46,2,1,1,75808.1,0,Medium Risk,0.7,0.8671073318944307
749,France,Male,24,1,0.0,3,1,1,47911.03,0,Medium Risk,0.95,0.23956415761232622
721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0,Medium Risk,0.7,0.40377228915112096
